,Year,Kilometers_Driven,Mileage,Engine,Power,Seats,Price,Location_Ahmedabad,Location_Bangalore,Location_Chennai,Location_Coimbatore,Location_Delhi,Location_Hyderabad,Location_Jaipur,Location_Kochi,Location_Kolkata,Location_Mumbai,Location_Pune,Fuel_Type_CNG,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Owner_Type_First,Owner_Type_Fourth & Above,Owner_Type_Second,Owner_Type_Third
4959,2005,13000,9.3,2771,193.1,5.0,3.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
4960,2013,38000,16.47,1198,73.9,5.0,2.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
4961,2019,8018,22.0,1197,81.8,5.0,8.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
4962,2010,144400,12.05,2179,120.0,8.0,5.25,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
4963,2010,152000,17.8,1248,75.0,5.0,2.9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
4964,2013,71000,18.88,1995,184.0,5.0,15.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
4965,2012,80000,25.4,624,37.5,4.0,0.53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
4966,2014,87143,12.99,2494,100.0,8.0,12.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
4967,2012,25000,18.4,1198,86.8,5.0,2.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
4968,2018,2000,23.84,1199,83.83,5.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
4969,2014,45239,12.05,2179,120.0,8.0,7.09,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
4970,2011,101999,16.73,1995,218.0,5.0,19.99,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
4971,2014,74219,21.43,1364,87.2,5.0,10.75,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
4972,2016,25000,18.0,1497,117.3,5.0,9.45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
4973,2008,109606,22.0,1582,126.2,5.0,2.9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
4974,2015,36000,26.59,1248,74.0,5.0,4.7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
4975,2016,41810,20.73,1373,91.1,5.0,7.11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
4976,2014,93321,22.7,1498,89.84,5.0,6.25,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
4977,2011,81000,20.92,998,67.1,5.0,2.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
4978,2019,25717,19.0,1199,88.76,5.0,8.86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
4979,2015,37000,15.1,2179,140.0,7.0,9.3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
4980,2017,56380,18.49,1493,100.0,7.0,7.57,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
4981,2017,8000,18.2,1199,88.7,5.0,7.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
4982,2018,14589,16.1,1298,88.2,5.0,5.65,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
4983,2013,65088,16.47,1198,73.9,5.0,3.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
4984,2019,24864,20.5,1582,126.2,5.0,16.27,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
4985,2011,64831,18.6,1199,79.4,5.0,3.21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
4986,2013,38001,25.8,1498,98.6,5.0,3.9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
4987,2008,77000,10.0,2496,157.7,5.0,6.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
4988,2016,27000,18.59,2993,265.0,5.0,48.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
4989,2016,39000,20.38,1968,143.0,5.0,18.9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
4990,2015,131000,26.59,1248,74.0,5.0,3.6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
4991,2015,43000,26.59,1248,74.0,5.0,5.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
4992,2011,68000,12.8,2494,102.0,7.0,7.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
4993,2016,45165,16.09,1995,184.0,5.0,41.75,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
4994,2007,120000,16.73,1995,218.0,5.0,10.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
4995,2014,86091,15.1,2179,140.0,7.0,10.09,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
4996,2009,71499,17.0,1497,118.0,5.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
4997,2014,50000,17.0,2200,139.01,7.0,12.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
4998,2015,66000,20.14,1498,88.0,5.0,4.91,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
4999,2010,45000,16.0,1198,90.0,5.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
5000,2015,69189,23.59,1364,67.06,5.0,5.3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5001,2014,40206,19.01,1461,108.5,5.0,7.22,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
5002,2017,36723,18.56,1995,190.0,5.0,32.57,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
5003,2010,57500,18.5,1197,80.0,5.0,2.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
5004,2018,43912,15.1,1196,73.0,5.0,4.33,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
5005,2011,52000,17.8,1399,68.0,5.0,3.75,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5006,2014,60952,16.8,1497,118.0,5.0,5.91,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
5007,2013,87192,25.2,1248,74.0,5.0,4.35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5008,2014,58000,24.0,1120,70.0,5.0,3.25,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5009,2017,59500,14.75,2967,245.0,7.0,68.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
5010,2016,16650,17.0,1198,74.0,5.0,5.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
5011,2018,34696,18.0,1497,117.3,5.0,12.08,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
5012,2018,42243,27.39,1248,74.0,5.0,7.48,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
5013,2016,57824,24.0,1120,70.0,5.0,5.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5014,2011,110000,19.3,1248,73.9,5.0,3.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5016,2013,72000,0.0,2179,115.0,5.0,15.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
5017,2013,63455,11.5,2982,171.0,7.0,19.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5018,2017,17151,27.3,1498,98.6,5.0,8.4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5019,2016,31001,24.3,1248,88.5,5.0,7.25,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
5020,2014,42109,23.4,1248,74.0,5.0,4.25,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
5021,2015,55000,21.66,1498,103.52,5.0,5.7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
5022,2013,46000,0.0,2179,115.0,5.0,26.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
5023,2013,30852,22.74,796,47.3,5.0,2.49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
5024,2011,65000,16.47,1198,73.9,5.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
5025,2015,65000,26.0,1498,98.6,5.0,5.95,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5026,2013,72000,23.4,1248,74.0,5.0,2.69,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5027,2014,29000,17.11,1968,174.33,5.0,26.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
5028,2015,32000,17.8,1497,117.3,5.0,5.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
5029,2016,29875,18.16,1196,86.8,5.0,4.85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
5030,2018,32539,24.3,1248,88.5,5.0,8.39,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
5031,2015,83090,19.01,1461,108.45,5.0,7.99,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5032,2016,62679,21.19,1396,88.73,5.0,6.95,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5033,2010,93000,15.7,1390,75.0,5.0,1.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
5034,2006,44000,17.7,1497,78.0,5.0,1.55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
5035,2010,78400,15.6,1196,70.0,5.0,2.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
5036,2014,71300,13.06,1598,102.53,5.0,4.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
5037,2015,18000,20.36,1197,78.9,5.0,2.85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
5038,2019,24013,12.81,1999,148.31,7.0,56.14,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
5039,2009,99100,9.74,1984,208.0,5.0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5040,2003,62000,11.3,1298,83.1,8.0,1.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
5041,2017,14000,26.59,1248,74.0,5.0,7.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
5042,2015,44811,17.11,1968,174.33,5.0,25.81,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
5043,2014,44000,16.47,1198,74.0,5.0,4.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
5044,2010,136000,11.5,2982,171.0,7.0,11.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
5045,2010,144113,11.5,2982,171.0,7.0,11.75,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
5046,2012,94989,12.8,2354,177.6,5.0,6.58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
5047,2012,58133,22.9,1248,74.0,5.0,4.8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5048,2008,61000,17.5,1198,70.0,5.0,1.65,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
5049,2017,27000,17.1,1956,170.0,5.0,15.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
5050,2014,18050,25.4,624,37.5,4.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
5051,2007,145277,15.3,1596,101.0,5.0,1.65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
5052,2015,42000,27.62,793,47.0,5.0,3.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5053,2011,86000,11.5,2982,171.0,7.0,11.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5054,2015,42150,27.62,793,47.0,5.0,3.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5055,2015,30158,21.1,814,55.2,5.0,3.05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
5056,2011,47000,23.5,1498,90.0,5.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
5057,2013,39000,16.47,1198,74.0,5.0,3.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
5058,2016,32125,16.2,1199,74.0,5.0,6.17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
5059,2017,58829,24.3,1248,88.5,5.0,9.05,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5060,2013,67559,19.4,1198,86.8,5.0,4.05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
5061,2013,55000,17.5,1298,85.8,5.0,4.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
5062,2018,30000,23.1,998,67.04,5.0,3.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
5063,2016,28000,13.0,1591,121.3,5.0,11.85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
5064,2016,31826,22.7,1498,89.84,5.0,8.24,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
5066,2008,100009,13.1,1997,141.1,5.0,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
5067,2019,17201,12.51,2179,187.7,7.0,58.91,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
5068,2014,74345,15.1,2179,140.0,7.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5069,2015,58134,16.47,1198,74.0,5.0,4.64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
5070,2010,30566,19.2,1197,80.0,5.0,3.32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
5071,2012,55231,20.36,1197,78.9,5.0,2.78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
5072,2016,67774,14.81,1998,163.7,5.0,8.95,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
5073,2013,50319,12.0,1991,181.03,5.0,21.95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
5074,2013,45000,11.7,2359,134.0,5.0,7.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
5075,2007,43627,11.74,1796,186.0,5.0,29.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
5076,2013,45000,22.07,1199,73.9,5.0,3.25,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
5077,2014,10500,17.4,1497,117.3,5.0,5.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
5078,2017,21789,24.3,1248,88.5,5.0,9.88,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5079,2019,21134,18.6,1197,81.86,5.0,8.78,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
5080,2011,90000,13.93,2179,138.1,7.0,2.75,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
5081,2014,51553,21.64,1461,84.8,5.0,5.98,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
5082,2011,31000,10.9,2497,215.0,5.0,31.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
5083,2011,67422,14.53,1798,138.0,5.0,3.55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
5084,2015,60519,22.32,1582,126.32,5.0,6.24,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
5085,2009,34000,19.3,1248,73.9,5.0,2.19,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
5086,2013,68434,28.4,1248,73.75,5.0,5.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5087,2014,17000,24.07,998,67.1,5.0,2.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
5088,2011,43686,10.5,5000,503.0,4.0,50.66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
5089,2012,22000,14.84,2143,170.0,5.0,14.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
5090,2013,79225,22.0,1582,126.2,5.0,5.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
5091,2007,63000,14.2,1598,102.0,5.0,1.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
5092,2014,61922,20.4,1197,81.8,5.0,5.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
5093,2015,85000,23.9,1582,126.2,5.0,6.3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5094,2017,26192,17.9,2143,168.0,5.0,40.47,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
5095,2013,65000,13.0,2982,168.5,7.0,16.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5096,2014,44999,12.8,1968,167.6,5.0,25.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
5097,2008,81308,13.2,1995,170.0,5.0,7.95,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
5098,2016,35000,24.7,796,47.3,5.0,2.65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
5099,2012,65349,20.92,998,67.1,5.0,2.81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
5100,2012,80000,15.64,1798,167.62,5.0,17.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
5101,2012,61000,16.1,1197,85.0,5.0,3.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
5102,2019,31817,22.5,998,67.04,5.0,5.34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
5103,2016,41000,21.14,1498,103.52,5.0,8.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5104,2010,82606,16.0,1198,90.0,5.0,2.69,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
5105,2015,52000,16.0,2179,140.0,7.0,11.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5106,2011,50318,18.5,1197,85.8,5.0,4.06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
5107,2016,50000,17.9,2143,201.15,5.0,49.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
5108,2012,72000,20.5,1598,103.5,5.0,4.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5109,2015,63776,24.0,1120,70.0,5.0,3.96,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5110,2015,28133,18.6,1197,81.86,5.0,5.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
5111,2017,45000,22.95,1248,74.0,5.0,3.75,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
5112,2015,55697,22.54,1396,88.73,5.0,5.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5113,2012,62000,20.5,1598,103.5,5.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
5114,2011,48000,16.0,1368,90.0,5.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
5115,2010,90246,16.1,1298,88.2,5.0,2.95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
5116,2015,80500,25.0,1396,69.0,5.0,2.45,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5117,2012,119000,14.84,2143,170.0,5.0,13.99,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
5118,2016,28541,11.57,2987,254.79,5.0,60.75,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
5120,2012,41000,16.8,1497,116.3,5.0,4.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
5121,2010,58000,18.5,1197,80.0,5.0,2.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
5122,2015,99000,13.0,2982,168.5,7.0,20.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5123,2014,31200,18.9,1197,82.0,5.0,3.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
5124,2009,85000,15.0,1896,105.0,5.0,3.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
5125,2016,60924,15.63,1499,110.4,5.0,8.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
5126,2012,45000,21.1,814,55.2,5.0,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
5127,2011,44000,19.15,1198,75.94,5.0,2.65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
5128,2016,30534,19.0,1199,88.7,5.0,7.42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
5129,2016,46399,16.47,1198,74.0,5.0,4.63,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
5130,2008,42000,19.7,796,46.3,5.0,1.09,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
5131,2011,67000,22.32,1582,126.32,5.0,3.8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5132,2013,58000,10.0,2148,170.0,5.0,15.75,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
5133,2015,27000,17.57,1193,88.7,5.0,5.27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
5134,2012,39566,18.4,1198,86.8,5.0,2.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
5135,2016,14980,27.3,1498,98.6,5.0,7.4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5136,2017,18491,24.07,998,67.1,5.0,3.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
5137,2000,90000,17.3,993,60.0,5.0,0.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
5138,2015,118211,22.54,1396,88.73,5.0,5.9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
5139,2016,63316,22.7,1598,118.0,5.0,9.58,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5140,2014,42000,14.21,2143,203.0,5.0,24.95,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
5141,2015,25648,13.7,1399,98.82,7.0,4.29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
5142,2011,67612,14.21,2143,203.0,5.0,11.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
5143,2016,33000,16.0,2179,140.0,7.0,9.65,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
5144,2015,20000,20.36,1197,78.9,5.0,3.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
5145,2007,143000,14.2,1341,82.9,5.0,1.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
5146,2014,118218,12.07,2967,241.4,7.0,31.41,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
5147,2012,99000,12.05,2179,120.0,8.0,6.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
5148,2016,22700,18.7,1199,88.7,5.0,5.55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
5149,2017,28000,14.0,2179,138.1,7.0,10.91,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5150,2014,62000,15.1,2179,140.0,7.0,7.25,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
5151,2012,107023,22.07,1199,73.9,5.0,3.9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5152,2012,71082,19.3,1248,73.9,5.0,3.95,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5153,2013,60000,15.73,1968,174.33,5.0,22.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
5154,2014,21701,23.1,998,67.04,5.0,3.38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
5155,2011,56000,16.8,1497,116.3,5.0,3.45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
5156,2016,32450,18.6,1197,81.83,5.0,5.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
5157,2016,12500,25.17,799,53.3,5.0,2.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
